"Perioden";"Wijken en buurten";"Regioaanduiding/Gemeentenaam (naam)";"Regioaanduiding/Soort regio (omschrijving)";"Regioaanduiding/Codering (code)";"Regioaanduiding/Indelingswijziging wijken en buurten (code)";"Personen per soort uitkering/Werkloosheidsuitkering (aantal)";"Personen per soort uitkering/Bijstandsuitkering (aantal)";"Personen per soort uitkering/Arbeidsongeschiktheidsuitkering (aantal)";"Personen per soort uitkering/AOW-uitkering (aantal)";"Personen per soort uitkering, relatief/Werkloosheidsuitkering (% van het aantal inwoners vanaf 15 jaar)";"Personen per soort uitkering, relatief/Bijstandsuitkering (% van het aantal inwoners vanaf 15 jaar)";"Personen per soort uitkering, relatief/Arbeidsongeschiktheidsuitkering (% van het aantal inwoners vanaf 15 jaar)";"Personen per soort uitkering, relatief/AOW-uitkering (% van het aantal inwoners vanaf 15 jaar)";"Inwoners/Inwoners vanaf 15 jaar (aantal)";"Inwoners/Inwoners vanaf 15 jr tot AOW-leeftijd (aantal)";"Inwoners/Inwoners vanaf de AOW-leeftijd (aantal)"
"2015 december";"Heuvel";"Breda                                   ";"Buurt   ";"BU07580501";"       3";"     230";"     470";"     450";"     990";"       3";"       7";"       7";"      15";"    6750";"    5750";"    1000"
"2015 maart";"Tuinzigt";"Breda                                   ";"Buurt   ";"BU07580502";"       1";"     210";"     350";"     350";"     820";"       3";"       6";"       6";"      13";"    6270";"    5440";"     820"
"2015 juni";"Tuinzigt";"Breda                                   ";"Buurt   ";"BU07580502";"       1";"     190";"     340";"     350";"     820";"       3";"       5";"       6";"      13";"    6230";"    5410";"     820"
"2015 september";"Tuinzigt";"Breda                                   ";"Buurt   ";"BU07580502";"       1";"     190";"     350";"     350";"     830";"       3";"       6";"       6";"      13";"    6240";"    5400";"     830"
"2015 december";"Tuinzigt";"Breda                                   ";"Buurt   ";"BU07580502";"       1";"     200";"     350";"     340";"     830";"       3";"       6";"       6";"      13";"    6280";"    5440";"     830"
"2015 maart";"Princenhage";"Breda                                   ";"Buurt   ";"BU07580503";"       1";"     200";"     170";"     300";"    1680";"       3";"       2";"       4";"      24";"    6920";"    5230";"    1690"
"2015 juni";"Princenhage";"Breda                                   ";"Buurt   ";"BU07580503";"       1";"     200";"     160";"     310";"    1710";"       3";"       2";"       4";"      24";"    6980";"    5270";"    1710"
"2015 september";"Princenhage";"Breda                                   ";"Buurt   ";"BU07580503";"       1";"     190";"     160";"     300";"    1720";"       3";"       2";"       4";"      25";"    7000";"    5280";"    1720"
"2015 december";"Princenhage";"Breda                                   ";"Buurt   ";"BU07580503";"       1";"     210";"     160";"     300";"    1720";"       3";"       2";"       4";"      25";"    7010";"    5290";"    1720"
"2015 maart";"Westerpark";"Breda                                   ";"Buurt   ";"BU07580504";"       1";"      80";"      40";"      90";"     440";"       3";"       2";"       4";"      16";"    2710";"    2270";"     440"
"2015 juni";"Westerpark";"Breda                                   ";"Buurt   ";"BU07580504";"       1";"      80";"      40";"      90";"     440";"       3";"       2";"       4";"      16";"    2720";"    2280";"     440"
"2015 september";"Westerpark";"Breda                                   ";"Buurt   ";"BU07580504";"       1";"      90";"      40";"      90";"     440";"       3";"       2";"       3";"      16";"    2730";"    2290";"     440"
"2015 december";"Westerpark";"Breda                                   ";"Buurt   ";"BU07580504";"       1";"      90";"      40";"     100";"     440";"       3";"       2";"       4";"      16";"    2730";"    2290";"     440"
"2015 maart";"Heilaar";"Breda                                   ";"Buurt   ";"BU07580505";"       1";"      10";"       0";"       0";"      60";"       4";"       0";"       1";"      21";"     290";"     230";"      60"
"2015 juni";"Heilaar";"Breda                                   ";"Buurt   ";"BU07580505";"       1";"      10";"       0";"       0";"      60";"       3";"       0";"       1";"      21";"     290";"     230";"      60"
"2015 september";"Heilaar";"Breda                                   ";"Buurt   ";"BU07580505";"       1";"      10";"       0";"       0";"      60";"       4";"       0";"       1";"      21";"     290";"     230";"      60"
"2015 december";"Heilaar";"Breda                                   ";"Buurt   ";"BU07580505";"       1";"      10";"       0";"       0";"      60";"       4";"       0";"       1";"      20";"     290";"     230";"      60"
"2015 maart";"Hazeldonk";"Breda                                   ";"Buurt   ";"BU07580506";"       1";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"      40";"      30";"      10"
"2015 juni";"Hazeldonk";"Breda                                   ";"Buurt   ";"BU07580506";"       1";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"      40";"      30";"      10"
"2015 september";"Hazeldonk";"Breda                                   ";"Buurt   ";"BU07580506";"       1";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"      40";"      30";"      10"
"2015 december";"Hazeldonk";"Breda                                   ";"Buurt   ";"BU07580506";"       1";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"      40";"      30";"      10"
"2015 maart";"Steenakker";"Breda                                   ";"Buurt   ";"BU07580507";"       3";"      10";"       0";"       0";"      50";"       3";"       0";"       1";"      21";"     230";"     180";"      50"
"2015 juni";"Steenakker";"Breda                                   ";"Buurt   ";"BU07580507";"       3";"      10";"       0";"       0";"      50";"       3";"       0";"       1";"      22";"     220";"     170";"      50"
"2015 september";"Steenakker";"Breda                                   ";"Buurt   ";"BU07580507";"       3";"      10";"       0";"       0";"      50";"       2";"       0";"       1";"      22";"     220";"     170";"      50"
"2015 december";"Steenakker";"Breda                                   ";"Buurt   ";"BU07580507";"       3";"      10";"       0";"       0";"      50";"       3";"       0";"       1";"      21";"     220";"     180";"      50"
"2015 maart";"Effen-Rith";"Breda                                   ";"Buurt   ";"BU07580508";"       1";"      20";"       0";"      40";"     180";"       2";"       0";"       6";"      25";"     710";"     530";"     180"
"2015 juni";"Effen-Rith";"Breda                                   ";"Buurt   ";"BU07580508";"       1";"      10";"       0";"      40";"     180";"       2";"       0";"       6";"      25";"     710";"     530";"     180"
"2015 september";"Effen-Rith";"Breda                                   ";"Buurt   ";"BU07580508";"       1";"      10";"       0";"      40";"     180";"       2";"       0";"       6";"      26";"     710";"     520";"     180"
"2015 december";"Effen-Rith";"Breda                                   ";"Buurt   ";"BU07580508";"       1";"      10";"       0";"      40";"     190";"       2";"       0";"       5";"      27";"     710";"     520";"     190"
"2015 maart";"Liesbos";"Breda                                   ";"Buurt   ";"BU07580509";"       1";"      10";"       0";"      20";"     160";"       3";"       0";"       4";"      29";"     550";"     390";"     160"
"2015 juni";"Liesbos";"Breda                                   ";"Buurt   ";"BU07580509";"       1";"      10";"       0";"      20";"     160";"       3";"       0";"       3";"      29";"     560";"     400";"     160"
"2015 september";"Liesbos";"Breda                                   ";"Buurt   ";"BU07580509";"       1";"      20";"       0";"      20";"     170";"       3";"       0";"       3";"      29";"     570";"     400";"     170"
"2015 december";"Liesbos";"Breda                                   ";"Buurt   ";"BU07580509";"       1";"      20";"       0";"      20";"     160";"       3";"       0";"       3";"      29";"     560";"     390";"     160"
"2015 maart";"Breda Noord-West";"Breda                                   ";"Wijk    ";"WK075806  ";"       3";"     910";"     710";"    1000";"    2530";"       4";"       3";"       5";"      12";"   21960";"   19420";"    2540"
"2015 juni";"Breda Noord-West";"Breda                                   ";"Wijk    ";"WK075806  ";"       3";"     860";"     720";"     990";"    2600";"       4";"       3";"       5";"      12";"   21970";"   19360";"    2610"
"2015 september";"Breda Noord-West";"Breda                                   ";"Wijk    ";"WK075806  ";"       3";"     810";"     700";"     980";"    2650";"       4";"       3";"       5";"      12";"   22020";"   19370";"    2650"
"2015 december";"Breda Noord-West";"Breda                                   ";"Wijk    ";"WK075806  ";"       3";"     850";"     720";"     980";"    2690";"       4";"       3";"       5";"      12";"   21970";"   19280";"    2690"
"2015 maart";"Gageldonk";"Breda                                   ";"Buurt   ";"BU07580600";"       1";"     170";"     140";"     230";"     410";"       4";"       3";"       6";"      10";"    4030";"    3610";"     410"
"2015 juni";"Gageldonk";"Breda                                   ";"Buurt   ";"BU07580600";"       1";"     160";"     130";"     220";"     430";"       4";"       3";"       6";"      11";"    4030";"    3600";"     430"
"2015 september";"Gageldonk";"Breda                                   ";"Buurt   ";"BU07580600";"       1";"     150";"     140";"     220";"     450";"       4";"       3";"       6";"      11";"    4030";"    3580";"     450"
"2015 december";"Gageldonk";"Breda                                   ";"Buurt   ";"BU07580600";"       1";"     160";"     140";"     230";"     460";"       4";"       4";"       6";"      12";"    4030";"    3560";"     460"
"2015 maart";"Kievitsloop";"Breda                                   ";"Buurt   ";"BU07580601";"       1";"     170";"      80";"     140";"     310";"       5";"       2";"       4";"       9";"    3540";"    3230";"     310"
"2015 juni";"Kievitsloop";"Breda                                   ";"Buurt   ";"BU07580601";"       1";"     170";"      80";"     140";"     320";"       5";"       2";"       4";"       9";"    3540";"    3220";"     320"
"2015 september";"Kievitsloop";"Breda                                   ";"Buurt   ";"BU07580601";"       1";"     150";"      80";"     140";"     320";"       4";"       2";"       4";"       9";"    3560";"    3240";"     330"
"2015 december";"Kievitsloop";"Breda                                   ";"Buurt   ";"BU07580601";"       1";"     160";"      80";"     140";"     330";"       5";"       2";"       4";"       9";"    3540";"    3210";"     330"
"2015 maart";"Kesteren";"Breda                                   ";"Buurt   ";"BU07580602";"       1";"     170";"     190";"     170";"     240";"       6";"       6";"       5";"       8";"    3140";"    2900";"     240"
"2015 juni";"Kesteren";"Breda                                   ";"Buurt   ";"BU07580602";"       1";"     170";"     190";"     160";"     250";"       6";"       6";"       5";"       8";"    3130";"    2880";"     250"
"2015 september";"Kesteren";"Breda                                   ";"Buurt   ";"BU07580602";"       1";"     170";"     180";"     170";"     250";"       5";"       6";"       5";"       8";"    3130";"    2880";"     250"
"2015 december";"Kesteren";"Breda                                   ";"Buurt   ";"BU07580602";"       1";"     160";"     190";"     170";"     260";"       5";"       6";"       5";"       8";"    3130";"    2870";"     260"
"2015 maart";"Muizenberg";"Breda                                   ";"Buurt   ";"BU07580603";"       1";"      90";"     130";"     130";"     310";"       4";"       5";"       5";"      12";"    2560";"    2250";"     310"
"2015 juni";"Muizenberg";"Breda                                   ";"Buurt   ";"BU07580603";"       1";"      90";"     130";"     130";"     320";"       3";"       5";"       5";"      12";"    2560";"    2240";"     320"
"2015 september";"Muizenberg";"Breda                                   ";"Buurt   ";"BU07580603";"       1";"      80";"     130";"     130";"     320";"       3";"       5";"       5";"      13";"    2540";"    2220";"     320"
"2015 december";"Muizenberg";"Breda                                   ";"Buurt   ";"BU07580603";"       1";"      80";"     130";"     140";"     320";"       3";"       5";"       5";"      13";"    2530";"    2200";"     330"
"2015 maart";"Heksenwiel";"Breda                                   ";"Buurt   ";"BU07580604";"       1";"     130";"      80";"     160";"     740";"       3";"       2";"       4";"      19";"    3940";"    3200";"     740"
"2015 juni";"Heksenwiel";"Breda                                   ";"Buurt   ";"BU07580604";"       1";"     120";"      80";"     160";"     750";"       3";"       2";"       4";"      19";"    3950";"    3190";"     750"
"2015 september";"Heksenwiel";"Breda                                   ";"Buurt   ";"BU07580604";"       1";"     110";"      90";"     150";"     750";"       3";"       2";"       4";"      19";"    3960";"    3210";"     750"
"2015 december";"Heksenwiel";"Breda                                   ";"Buurt   ";"BU07580604";"       1";"     120";"      90";"     150";"     760";"       3";"       2";"       4";"      19";"    3930";"    3170";"     760"
"2015 maart";"Overkroeten";"Breda                                   ";"Buurt   ";"BU07580605";"       1";"     110";"      70";"     100";"     340";"       4";"       3";"       4";"      12";"    2740";"    2400";"     340"
"2015 juni";"Overkroeten";"Breda                                   ";"Buurt   ";"BU07580605";"       1";"     100";"      80";"     110";"     350";"       4";"       3";"       4";"      13";"    2740";"    2400";"     350"
"2015 september";"Overkroeten";"Breda                                   ";"Buurt   ";"BU07580605";"       1";"      90";"      80";"     110";"     350";"       3";"       3";"       4";"      13";"    2750";"    2400";"     350"
"2015 december";"Overkroeten";"Breda                                   ";"Buurt   ";"BU07580605";"       1";"      90";"      70";"     100";"     350";"       3";"       3";"       4";"      13";"    2770";"    2420";"     350"
"2015 maart";"Kroeten";"Breda                                   ";"Buurt   ";"BU07580606";"       1";"      60";"      20";"      50";"     140";"       3";"       1";"       3";"       8";"    1790";"    1650";"     140"
"2015 juni";"Kroeten";"Breda                                   ";"Buurt   ";"BU07580606";"       1";"      60";"      20";"      50";"     150";"       3";"       1";"       3";"       8";"    1790";"    1640";"     150"
"2015 september";"Kroeten";"Breda                                   ";"Buurt   ";"BU07580606";"       1";"      60";"      20";"      50";"     150";"       3";"       1";"       3";"       8";"    1810";"    1660";"     150"
"2015 december";"Kroeten";"Breda                                   ";"Buurt   ";"BU07580606";"       1";"      70";"      20";"      50";"     150";"       4";"       1";"       3";"       8";"    1810";"    1660";"     150"
"2015 maart";"Emer";"Breda                                   ";"Buurt   ";"BU07580607";"       3";"       0";"       0";"       0";"      20";"       0";"       5";"       3";"      25";"      60";"      40";"      20"
"2015 juni";"Emer";"Breda                                   ";"Buurt   ";"BU07580607";"       3";"       0";"       0";"       0";"      20";"       0";"       7";"       3";"      26";"      60";"      50";"      20"
"2015 september";"Emer";"Breda                                   ";"Buurt   ";"BU07580607";"       3";"       0";"       0";"       0";"      20";"       2";"       7";"       2";"      28";"      60";"      40";"      20"
"2015 december";"Emer";"Breda                                   ";"Buurt   ";"BU07580607";"       3";"       0";"       0";"       0";"      20";"       2";"       7";"       2";"      28";"      60";"      40";"      20"
"2015 maart";"Hagebeemd";"Breda                                   ";"Buurt   ";"BU07580609";"       1";"      10";"       0";"      20";"      40";"       3";"       0";"       9";"      20";"     180";"     140";"      40"
"2015 juni";"Hagebeemd";"Breda                                   ";"Buurt   ";"BU07580609";"       1";"       0";"       0";"      20";"      40";"       2";"       0";"       9";"      21";"     180";"     140";"      40"
"2015 september";"Hagebeemd";"Breda                                   ";"Buurt   ";"BU07580609";"       1";"       0";"       0";"      20";"      40";"       1";"       0";"       8";"      20";"     180";"     150";"      40"
"2015 december";"Hagebeemd";"Breda                                   ";"Buurt   ";"BU07580609";"       1";"       0";"       0";"      20";"      30";"       2";"       0";"       8";"      19";"     180";"     150";"      30"
"2015 maart";"Bavel";"Breda                                   ";"Wijk    ";"WK075807  ";"       3";"     170";"      60";"     230";"    1460";"       3";"       1";"       4";"      22";"    6580";"    5130";"    1460"
"2015 juni";"Bavel";"Breda                                   ";"Wijk    ";"WK075807  ";"       3";"     150";"      60";"     220";"    1460";"       2";"       1";"       3";"      22";"    6580";"    5130";"    1460"
"2015 september";"Bavel";"Breda                                   ";"Wijk    ";"WK075807  ";"       3";"     160";"      60";"     220";"    1480";"       2";"       1";"       3";"      22";"    6660";"    5180";"    1480"
"2015 december";"Bavel";"Breda                                   ";"Wijk    ";"WK075807  ";"       3";"     160";"      60";"     220";"    1490";"       2";"       1";"       3";"      23";"    6630";"    5140";"    1490"
"2015 maart";"Bavel";"Breda                                   ";"Buurt   ";"BU07580700";"       1";"     120";"      60";"     170";"    1040";"       3";"       1";"       4";"      24";"    4410";"    3370";"    1040"
"2015 juni";"Bavel";"Breda                                   ";"Buurt   ";"BU07580700";"       1";"     110";"      60";"     160";"    1040";"       3";"       1";"       4";"      24";"    4410";"    3370";"    1040"
"2015 september";"Bavel";"Breda                                   ";"Buurt   ";"BU07580700";"       1";"     110";"      60";"     160";"    1050";"       3";"       1";"       4";"      24";"    4460";"    3410";"    1050"
"2015 december";"Bavel";"Breda                                   ";"Buurt   ";"BU07580700";"       1";"     110";"      60";"     150";"    1060";"       3";"       1";"       4";"      24";"    4450";"    3390";"    1060"
"2015 maart";"Nieuw Wolfslaar";"Breda                                   ";"Buurt   ";"BU07580701";"       3";"      40";"      10";"      50";"     340";"       2";"       0";"       3";"      20";"    1740";"    1390";"     340"
"2015 juni";"Nieuw Wolfslaar";"Breda                                   ";"Buurt   ";"BU07580701";"       3";"      40";"       0";"      50";"     340";"       2";"       0";"       3";"      20";"    1740";"    1400";"     340"
"2015 september";"Nieuw Wolfslaar";"Breda                                   ";"Buurt   ";"BU07580701";"       3";"      40";"       0";"      50";"     350";"       2";"       0";"       3";"      20";"    1760";"    1410";"     350"
"2015 december";"Nieuw Wolfslaar";"Breda                                   ";"Buurt   ";"BU07580701";"       3";"      40";"       0";"      50";"     350";"       2";"       0";"       3";"      20";"    1760";"    1410";"     350"
"2015 maart";"Buitengebied Bavel";"Breda                                   ";"Buurt   ";"BU07580709";"       3";"      10";"       0";"      10";"      80";"       1";"       1";"       2";"      18";"     430";"     360";"      80"
"2015 juni";"Buitengebied Bavel";"Breda                                   ";"Buurt   ";"BU07580709";"       3";"      10";"       0";"      10";"      80";"       1";"       1";"       2";"      18";"     440";"     360";"      80"
"2015 september";"Buitengebied Bavel";"Breda                                   ";"Buurt   ";"BU07580709";"       3";"      10";"       0";"      10";"      80";"       1";"       1";"       2";"      18";"     440";"     360";"      80"
"2015 december";"Buitengebied Bavel";"Breda                                   ";"Buurt   ";"BU07580709";"       3";"      10";"       0";"      10";"      80";"       2";"       1";"       2";"      18";"     420";"     340";"      80"
"2015 maart";"Ulvenhout";"Breda                                   ";"Wijk    ";"WK075808  ";"       1";"      80";"      30";"     100";"    1310";"       2";"       1";"       3";"      33";"    3920";"    2600";"    1310"
"2015 juni";"Ulvenhout";"Breda                                   ";"Wijk    ";"WK075808  ";"       1";"      80";"      30";"     100";"    1310";"       2";"       1";"       3";"      34";"    3910";"    2600";"    1320"
"2015 september";"Ulvenhout";"Breda                                   ";"Wijk    ";"WK075808  ";"       1";"      80";"      30";"     100";"    1310";"       2";"       1";"       3";"      33";"    3920";"    2610";"    1310"
"2015 december";"Ulvenhout";"Breda                                   ";"Wijk    ";"WK075808  ";"       1";"      90";"      40";"      90";"    1310";"       2";"       1";"       2";"      34";"    3920";"    2600";"    1310"
"2015 maart";"Ulvenhout";"Breda                                   ";"Buurt   ";"BU07580800";"       1";"      80";"      30";"      90";"    1260";"       2";"       1";"       2";"      34";"    3710";"    2440";"    1260"
"2015 juni";"Ulvenhout";"Breda                                   ";"Buurt   ";"BU07580800";"       1";"      80";"      30";"      90";"    1270";"       2";"       1";"       3";"      34";"    3710";"    2440";"    1270"
"2015 september";"Ulvenhout";"Breda                                   ";"Buurt   ";"BU07580800";"       1";"      70";"      30";"      90";"    1260";"       2";"       1";"       3";"      34";"    3710";"    2450";"    1270"
"2015 december";"Ulvenhout";"Breda                                   ";"Buurt   ";"BU07580800";"       1";"      80";"      40";"      80";"    1260";"       2";"       1";"       2";"      34";"    3700";"    2440";"    1260"
"2015 maart";"Buitengebied Ulvenhout";"Breda                                   ";"Buurt   ";"BU07580809";"       1";"       0";"       0";"      10";"      50";"       2";"       0";"       5";"      23";"     210";"     160";"      50"
"2015 juni";"Buitengebied Ulvenhout";"Breda                                   ";"Buurt   ";"BU07580809";"       1";"      10";"       0";"      10";"      50";"       3";"       0";"       5";"      22";"     200";"     160";"      50"
"2015 september";"Buitengebied Ulvenhout";"Breda                                   ";"Buurt   ";"BU07580809";"       1";"       0";"       0";"      10";"      50";"       2";"       0";"       5";"      22";"     210";"     170";"      50"
"2015 december";"Buitengebied Ulvenhout";"Breda                                   ";"Buurt   ";"BU07580809";"       1";"       0";"       0";"      10";"      50";"       1";"       0";"       5";"      24";"     220";"     170";"      50"
"2015 maart";"Prinsenbeek";"Breda                                   ";"Wijk    ";"WK075809  ";"       1";"     240";"      50";"     250";"    2510";"       3";"       1";"       3";"      26";"    9520";"    7020";"    2510"
"2015 juni";"Prinsenbeek";"Breda                                   ";"Wijk    ";"WK075809  ";"       1";"     240";"      50";"     240";"    2510";"       3";"       1";"       3";"      26";"    9530";"    7020";"    2510"
"2015 september";"Prinsenbeek";"Breda                                   ";"Wijk    ";"WK075809  ";"       1";"     210";"      50";"     240";"    2520";"       2";"       1";"       3";"      26";"    9570";"    7050";"    2520"
"2015 december";"Prinsenbeek";"Breda                                   ";"Wijk    ";"WK075809  ";"       1";"     230";"      60";"     240";"    2550";"       2";"       1";"       3";"      27";"    9600";"    7050";"    2550"
"2015 maart";"Prinsenbeek";"Breda                                   ";"Buurt   ";"BU07580900";"       1";"     230";"      50";"     230";"    2330";"       3";"       1";"       3";"      26";"    8820";"    6500";"    2330"
"2015 juni";"Prinsenbeek";"Breda                                   ";"Buurt   ";"BU07580900";"       1";"     230";"      50";"     220";"    2330";"       3";"       1";"       3";"      26";"    8840";"    6510";"    2330"
"2015 september";"Prinsenbeek";"Breda                                   ";"Buurt   ";"BU07580900";"       1";"     200";"      50";"     230";"    2330";"       2";"       1";"       3";"      26";"    8860";"    6530";"    2340"
"2015 december";"Prinsenbeek";"Breda                                   ";"Buurt   ";"BU07580900";"       1";"     220";"      60";"     230";"    2370";"       2";"       1";"       3";"      27";"    8890";"    6520";"    2370"
"2015 maart";"Buitengebied Prinsenbeek";"Breda                                   ";"Buurt   ";"BU07580909";"       1";"      10";"       0";"      10";"     180";"       1";"       0";"       2";"      26";"     700";"     520";"     180"
"2015 juni";"Buitengebied Prinsenbeek";"Breda                                   ";"Buurt   ";"BU07580909";"       1";"      10";"       0";"      10";"     180";"       1";"       0";"       2";"      26";"     690";"     510";"     180"
"2015 september";"Buitengebied Prinsenbeek";"Breda                                   ";"Buurt   ";"BU07580909";"       1";"      10";"       0";"      10";"     190";"       1";"       0";"       2";"      26";"     710";"     520";"     190"
"2015 december";"Buitengebied Prinsenbeek";"Breda                                   ";"Buurt   ";"BU07580909";"       1";"      20";"       0";"      10";"     190";"       2";"       0";"       2";"      26";"     710";"     530";"     190"
"2015 maart";"Teteringen";"Breda                                   ";"Wijk    ";"WK075810  ";"       3";"     160";"      80";"     210";"    1730";"       3";"       1";"       4";"      28";"    6130";"    4400";"    1730"
"2015 juni";"Teteringen";"Breda                                   ";"Wijk    ";"WK075810  ";"       3";"     150";"      70";"     210";"    1720";"       3";"       1";"       3";"      28";"    6150";"    4430";"    1720"
"2015 september";"Teteringen";"Breda                                   ";"Wijk    ";"WK075810  ";"       3";"     150";"      70";"     210";"    1720";"       3";"       1";"       3";"      28";"    6180";"    4450";"    1730"
"2015 december";"Teteringen";"Breda                                   ";"Wijk    ";"WK075810  ";"       3";"     160";"      70";"     210";"    1730";"       3";"       1";"       3";"      28";"    6230";"    4500";"    1730"
"2015 maart";"Teteringen";"Breda                                   ";"Buurt   ";"BU07581000";"       1";"     160";"      80";"     210";"    1680";"       3";"       1";"       4";"      28";"    5900";"    4220";"    1680"
"2015 juni";"Teteringen";"Breda                                   ";"Buurt   ";"BU07581000";"       1";"     150";"      70";"     210";"    1670";"       3";"       1";"       4";"      28";"    5910";"    4240";"    1670"
"2015 september";"Teteringen";"Breda                                   ";"Buurt   ";"BU07581000";"       1";"     150";"      70";"     200";"    1670";"       3";"       1";"       3";"      28";"    5940";"    4270";"    1680"
"2015 december";"Teteringen";"Breda                                   ";"Buurt   ";"BU07581000";"       1";"     150";"      70";"     210";"    1680";"       3";"       1";"       4";"      28";"    5990";"    4310";"    1680"
"2015 maart";"Vuchtpolder";"Breda                                   ";"Buurt   ";"BU07581008";"       3";"       0";"       0";"       0";"      20";"       2";"       1";"       4";"      21";"      80";"      70";"      20"
"2015 juni";"Vuchtpolder";"Breda                                   ";"Buurt   ";"BU07581008";"       3";"      10";"       0";"       0";"      20";"       6";"       1";"       4";"      21";"      80";"      70";"      20"
"2015 september";"Vuchtpolder";"Breda                                   ";"Buurt   ";"BU07581008";"       3";"       0";"       0";"       0";"      20";"       4";"       1";"       4";"      23";"      80";"      60";"      20"
"2015 december";"Vuchtpolder";"Breda                                   ";"Buurt   ";"BU07581008";"       3";"       0";"       0";"       0";"      20";"       4";"       1";"       4";"      22";"      80";"      60";"      20"
"2015 maart";"Buitengebied Teteringen";"Breda                                   ";"Buurt   ";"BU07581009";"       1";"       0";"       0";"       0";"      40";"       2";"       1";"       1";"      24";"     150";"     110";"      40"
"2015 juni";"Buitengebied Teteringen";"Breda                                   ";"Buurt   ";"BU07581009";"       1";"       0";"       0";"       0";"      30";"       1";"       0";"       1";"      20";"     150";"     120";"      30"
"2015 september";"Buitengebied Teteringen";"Breda                                   ";"Buurt   ";"BU07581009";"       1";"       0";"       0";"       0";"      30";"       1";"       0";"       1";"      21";"     160";"     120";"      30"
"2015 december";"Buitengebied Teteringen";"Breda                                   ";"Buurt   ";"BU07581009";"       1";"       0";"       0";"       0";"      30";"       1";"       0";"       1";"      20";"     160";"     130";"      30"
