"Perioden";"Wijken en buurten";"Regioaanduiding/Gemeentenaam (naam)";"Regioaanduiding/Soort regio (omschrijving)";"Regioaanduiding/Codering (code)";"Regioaanduiding/Indelingswijziging wijken en buurten (code)";"Personen per soort uitkering/Werkloosheidsuitkering (aantal)";"Personen per soort uitkering/Bijstandsuitkering (aantal)";"Personen per soort uitkering/Arbeidsongeschiktheidsuitkering (aantal)";"Personen per soort uitkering/AOW-uitkering (aantal)";"Personen per soort uitkering, relatief/Werkloosheidsuitkering (% van het aantal inwoners vanaf 15 jaar)";"Personen per soort uitkering, relatief/Bijstandsuitkering (% van het aantal inwoners vanaf 15 jaar)";"Personen per soort uitkering, relatief/Arbeidsongeschiktheidsuitkering (% van het aantal inwoners vanaf 15 jaar)";"Personen per soort uitkering, relatief/AOW-uitkering (% van het aantal inwoners vanaf 15 jaar)";"Inwoners/Inwoners vanaf 15 jaar (aantal)";"Inwoners/Inwoners vanaf 15 jr tot AOW-leeftijd (aantal)";"Inwoners/Inwoners vanaf de AOW-leeftijd (aantal)"
"2013 maart";"Europakwartier Oost";"Almere                                  ";"Buurt   ";"BU00340420";"       3";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       0";"       0";"       0"
"2013 juni";"Europakwartier Oost";"Almere                                  ";"Buurt   ";"BU00340420";"       3";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       0";"       0";"       0"
"2013 september";"Europakwartier Oost";"Almere                                  ";"Buurt   ";"BU00340420";"       3";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       0";"       0";"       0"
"2013 december";"Europakwartier Oost";"Almere                                  ";"Buurt   ";"BU00340420";"       3";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       0";"       0";"       0"
"2013 maart";"Europakwartier West";"Almere                                  ";"Buurt   ";"BU00340421";"       3";"      60";"      40";"     100";"      60";"       4";"       3";"       6";"       4";"    1600";"    1540";"      60"
"2013 juni";"Europakwartier West";"Almere                                  ";"Buurt   ";"BU00340421";"       3";"      70";"      50";"     100";"      70";"       4";"       3";"       6";"       4";"    1610";"    1540";"      70"
"2013 september";"Europakwartier West";"Almere                                  ";"Buurt   ";"BU00340421";"       3";"      70";"      50";"     100";"      70";"       4";"       3";"       6";"       4";"    1590";"    1520";"      70"
"2013 december";"Europakwartier West";"Almere                                  ";"Buurt   ";"BU00340421";"       3";"      80";"      60";"     100";"      70";"       5";"       4";"       6";"       4";"    1640";"    1580";"      70"
"2013 maart";"Olympiakwartier Oost";"Almere                                  ";"Buurt   ";"BU00340422";"       3";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       0";"       0";"       0"
"2013 juni";"Olympiakwartier Oost";"Almere                                  ";"Buurt   ";"BU00340422";"       3";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       0";"       0";"       0"
"2013 september";"Olympiakwartier Oost";"Almere                                  ";"Buurt   ";"BU00340422";"       3";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       0";"       0";"       0"
"2013 december";"Olympiakwartier Oost";"Almere                                  ";"Buurt   ";"BU00340422";"       3";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       0";"       0";"       0"
"2013 maart";"Olympiakwartier West";"Almere                                  ";"Buurt   ";"BU00340423";"       3";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       0";"       0";"       0"
"2013 juni";"Olympiakwartier West";"Almere                                  ";"Buurt   ";"BU00340423";"       3";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       0";"       0";"       0"
"2013 september";"Olympiakwartier West";"Almere                                  ";"Buurt   ";"BU00340423";"       3";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       0";"       0";"       0"
"2013 december";"Olympiakwartier West";"Almere                                  ";"Buurt   ";"BU00340423";"       3";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       0";"       0";"       0"
"2013 maart";"Hogekant";"Almere                                  ";"Buurt   ";"BU00340471";"       1";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       0";"       0";"       0"
"2013 juni";"Hogekant";"Almere                                  ";"Buurt   ";"BU00340471";"       1";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       0";"       0";"       0"
"2013 september";"Hogekant";"Almere                                  ";"Buurt   ";"BU00340471";"       1";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       0";"       0";"       0"
"2013 december";"Hogekant";"Almere                                  ";"Buurt   ";"BU00340471";"       1";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       0";"       0";"       0"
"2013 maart";"Middenkant";"Almere                                  ";"Buurt   ";"BU00340472";"       3";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       0";"       0";"       0"
"2013 juni";"Middenkant";"Almere                                  ";"Buurt   ";"BU00340472";"       3";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       0";"       0";"       0"
"2013 september";"Middenkant";"Almere                                  ";"Buurt   ";"BU00340472";"       3";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       0";"       0";"       0"
"2013 december";"Middenkant";"Almere                                  ";"Buurt   ";"BU00340472";"       3";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       0";"       0";"       0"
"2013 maart";"Lagekant";"Almere                                  ";"Buurt   ";"BU00340473";"       3";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       0";"       0";"       0"
"2013 juni";"Lagekant";"Almere                                  ";"Buurt   ";"BU00340473";"       3";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       0";"       0";"       0"
"2013 september";"Lagekant";"Almere                                  ";"Buurt   ";"BU00340473";"       3";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       0";"       0";"       0"
"2013 december";"Lagekant";"Almere                                  ";"Buurt   ";"BU00340473";"       3";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       0";"       0";"       0"
"2013 maart";"Verspreide huizen Almere-Poort";"Almere                                  ";"Buurt   ";"BU00340499";"       3";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       0";"       0";"       0"
"2013 juni";"Verspreide huizen Almere-Poort";"Almere                                  ";"Buurt   ";"BU00340499";"       3";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       0";"       0";"       0"
"2013 september";"Verspreide huizen Almere-Poort";"Almere                                  ";"Buurt   ";"BU00340499";"       3";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       0";"       0";"       0"
"2013 december";"Verspreide huizen Almere-Poort";"Almere                                  ";"Buurt   ";"BU00340499";"       3";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       0";"       0";"       0"
"2013 maart";"Wijk 05 Almere-Hout";"Almere                                  ";"Wijk    ";"WK003405  ";"       3";"      30";"       0";"      30";"     240";"       2";"       0";"       2";"      20";"    1220";"     980";"     240"
"2013 juni";"Wijk 05 Almere-Hout";"Almere                                  ";"Wijk    ";"WK003405  ";"       3";"      30";"       0";"      30";"     240";"       2";"       0";"       2";"      20";"    1210";"     970";"     240"
"2013 september";"Wijk 05 Almere-Hout";"Almere                                  ";"Wijk    ";"WK003405  ";"       3";"      30";"       0";"      30";"     250";"       3";"       0";"       2";"      20";"    1220";"     970";"     250"
"2013 december";"Wijk 05 Almere-Hout";"Almere                                  ";"Wijk    ";"WK003405  ";"       3";"      40";"       0";"      30";"     250";"       4";"       0";"       3";"      20";"    1260";"    1010";"     250"
"2013 maart";"Vogelhorst";"Almere                                  ";"Buurt   ";"BU00340502";"       1";"      20";"       0";"      20";"     210";"       2";"       0";"       2";"      21";"    1000";"     790";"     210"
"2013 juni";"Vogelhorst";"Almere                                  ";"Buurt   ";"BU00340502";"       1";"      20";"       0";"      20";"     220";"       2";"       0";"       2";"      22";"    1000";"     780";"     220"
"2013 september";"Vogelhorst";"Almere                                  ";"Buurt   ";"BU00340502";"       1";"      30";"       0";"      20";"     220";"       3";"       0";"       2";"      22";"    1010";"     790";"     220"
"2013 december";"Vogelhorst";"Almere                                  ";"Buurt   ";"BU00340502";"       1";"      40";"       0";"      20";"     220";"       4";"       0";"       2";"      22";"    1010";"     780";"     220"
"2013 maart";"Nobelhorst";"Almere                                  ";"Buurt   ";"BU00340503";"       3";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       0";"       0";"       0"
"2013 juni";"Nobelhorst";"Almere                                  ";"Buurt   ";"BU00340503";"       3";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       0";"       0";"       0"
"2013 september";"Nobelhorst";"Almere                                  ";"Buurt   ";"BU00340503";"       3";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       0";"       0";"       0"
"2013 december";"Nobelhorst";"Almere                                  ";"Buurt   ";"BU00340503";"       3";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"      40";"      40";"       0"
"2013 maart";"Twentsekant";"Almere                                  ";"Buurt   ";"BU00340571";"       3";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       0";"       0";"       0"
"2013 juni";"Twentsekant";"Almere                                  ";"Buurt   ";"BU00340571";"       3";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       0";"       0";"       0"
"2013 september";"Twentsekant";"Almere                                  ";"Buurt   ";"BU00340571";"       3";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       0";"       0";"       0"
"2013 december";"Twentsekant";"Almere                                  ";"Buurt   ";"BU00340571";"       3";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       0";"       0";"       0"
"2013 maart";"Verspreide huizen Almere-Hout";"Almere                                  ";"Buurt   ";"BU00340599";"       3";"      10";"       0";"      10";"      30";"       2";"       0";"       3";"      12";"     220";"     190";"      30"
"2013 juni";"Verspreide huizen Almere-Hout";"Almere                                  ";"Buurt   ";"BU00340599";"       3";"       0";"       0";"      10";"      20";"       1";"       0";"       3";"      11";"     210";"     190";"      20"
"2013 september";"Verspreide huizen Almere-Hout";"Almere                                  ";"Buurt   ";"BU00340599";"       3";"       0";"       0";"      10";"      30";"       1";"       0";"       3";"      12";"     210";"     190";"      30"
"2013 december";"Verspreide huizen Almere-Hout";"Almere                                  ";"Buurt   ";"BU00340599";"       3";"       0";"       0";"      10";"      30";"       2";"       0";"       2";"      12";"     210";"     190";"      30"
"2013 maart";"Wijk 06 Almere-Pampus";"Almere                                  ";"Wijk    ";"WK003406  ";"       1";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"      10";"       0";"       0"
"2013 juni";"Wijk 06 Almere-Pampus";"Almere                                  ";"Wijk    ";"WK003406  ";"       1";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"      10";"       0";"       0"
"2013 september";"Wijk 06 Almere-Pampus";"Almere                                  ";"Wijk    ";"WK003406  ";"       1";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"      10";"       0";"       0"
"2013 december";"Wijk 06 Almere-Pampus";"Almere                                  ";"Wijk    ";"WK003406  ";"       1";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"      10";"       0";"       0"
"2013 maart";"Verspreide huizen Almere-Pampus";"Almere                                  ";"Buurt   ";"BU00340699";"       1";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"      10";"       0";"       0"
"2013 juni";"Verspreide huizen Almere-Pampus";"Almere                                  ";"Buurt   ";"BU00340699";"       1";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"      10";"       0";"       0"
"2013 september";"Verspreide huizen Almere-Pampus";"Almere                                  ";"Buurt   ";"BU00340699";"       1";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"      10";"       0";"       0"
"2013 december";"Verspreide huizen Almere-Pampus";"Almere                                  ";"Buurt   ";"BU00340699";"       1";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"      10";"       0";"       0"
