Key;Title
BU06870007;Dampoort
WK068710  ;Griffioen
BU06871008;Griffioen I
BU06871009;Griffioen II
BU06871010;Poppenroede
WK068711  ;Klarenbeek
BU06871102;Seislaan
BU06871111;Klarenbeek I
BU06871112;Klarenbeek II & III
WK068712  ;Nieuw Middelburg
BU06871213;Nieuw Middelburg
WK068713  ;Brigdamme
BU06871301;Brigdamme
BU06871314;Leliendale
WK068714  ;Sint Laurens
BU06871415;Sint Laurens
BU06871416;Rozenhof
BU06871417;Popkensburg
WK068715  ;Ramsburg
BU06871518;Ramsburg
WK068716  ;Veersepoort
BU06871619;Prooijenspark
BU06871620;Veersepoort
WK068717  ;Verspreide huizen in het noorden
BU06871721;Golsteinseweg
BU06871768;Nieuwenhove
BU06871781;Brigdamsepad
WK068718  ;Verspreide huizen in het noordwesten
BU06871822;Zandvoort
BU06871823;Goedgelegen
BU06871824;Pronkenburg
WK068719  ;Verspreide huizen in het noordoosten
BU06871925;Schellach
BU06871926;Krooneveld
WK068720  ;Stromenwijk/'t Zand
BU06872027;Poelendaele
BU06872028;'t Zand
BU06872031;Stromenwijk
BU06872032;Toorenvliedt
BU06872084;Breewijk
WK068729  ;Verspreide huizen in het zuidwesten
BU06872933;Breeweg
BU06872934;Ter Hooge
BU06872935;Lustenburg
BU06872936;Nieuw Abeele
WK068730  ;Middelburg Zuid
BU06873037;Magistraatwijk I
BU06873038;Magistraatwijk II
BU06873039;Erasmuswijk
BU06873040;Magistraatwijk III
BU06873041;Reijershove
BU06873082;Veldzigt
BU06873083;Essenvelt
WK068731  ;Dauwendaele
BU06873143;Kruitmolen
BU06873144;Dauwendaele I
BU06873145;Dauwendaele II
BU06873171;Edelstenenbuurt
WK068732  ;Arnestein
BU06873247;Arnestein I
BU06873248;Arnestein II
WK068739  ;Mortiere
BU06873946;Mortiere I
BU06873950;Mortiere III
BU06873970;Mortiere II
WK068740  ;Nieuw- en Sint Joosland
BU06874051;Nieuw- en Sint Joosland
WK068749  ;Verspr.h. Nieuw- en Sint Joosland
BU06874952;Nieuwlandsrust
BU06874953;Vlackeweg
BU06874954;Middelburgschepolder
BU06874955;Mortierepolder
BU06874956;Oudedorp
BU06874957;Derdeweg
WK068750  ;Arnemuiden
BU06875058;Dorp
BU06875059;Poldertje
BU06875060;Brakenburg I
BU06875061;Brakenburg II
BU06875062;Brakenburg III
BU06875063;Hazenburg I
BU06875069;De Lage Landen
BU06875085;Hazenburg II
WK068751  ;Kleverskerke
BU06875164;Kleverskerke
WK068752  ;Oranjeplaat
BU06875265;Oranjeplaat
WK068753  ;Veerse Meer
BU06875367;Veerse Meer
WK068759  ;Verspreide huizen Arnemuiden
BU06875966;Buitengebied
GM1842    ;Midden-Delfland
WK184200  ;Wijk 00 Schipluiden
BU18420000;Schipluiden
BU18420001;Den Hoorn
BU18420002;Hodenpijl
BU18420004;Gaag-Schipluiden
BU18420005;Negenhuizen en Zouteveen
BU18420007;'t Woudt
BU18420009;Verspreide huizen Schipluiden
WK184201  ;Wijk 01 Maasland
BU18420100;Maasland
BU18420101;Ter Lucht
BU18420103;Gaag-Maasland
BU18420106;Dijkpolder
BU18420108;Verspreide huizen Dijkpolder
BU18420109;Verspreide huizen Duifpolder en omgeving
GM1731    ;Midden-Drenthe
WK173100  ;Wijk 00 Beilen
BU17310000;Beilen
BU17310001;Lieving Makkum
BU17310002;Holthe
BU17310003;Brunsting
BU17310009;Verspreide huizen Beilen
WK173101  ;Wijk 01 Hijken
BU17310100;Hijken
BU17310101;Oranje
BU17310109;Verspreide huizen Hijken
WK173102  ;Wijk 02 Hooghalen
BU17310200;Hooghalen
BU17310201;Laaghalen
BU17310209;Verspreide huizen Hooghalen
WK173103  ;Wijk 03 Wijster
BU17310300;Wijster
BU17310309;Verspreide huizen Wijster
WK173104  ;Wijk 04 Spier
BU17310400;Spier
BU17310409;Verspreide huizen Spier
WK173105  ;Wijk 05 Drijber
BU17310500;Drijber
BU17310509;Verspreide huizen Drijber
WK173106  ;Wijk 06 Smilde
BU17310600;Smilde-Centrum
BU17310601;Smilde-Noord
BU17310602;Smilde-Zuid
BU17310609;Verspreide huizen Smilde
WK173107  ;Wijk 07 Bovensmilde
BU17310700;Bovensmilde-Centrum
BU17310701;Bovensmilde-Noord
BU17310702;Bovensmilde-Zuid
BU17310709;Verspreide huizen Bovensmilde
WK173108  ;Wijk 08 Hoogersmilde
BU17310800;Hoogersmilde-Centrum
BU17310801;Hoogersmilde-Noord
BU17310802;Hoogersmilde-Zuid
BU17310809;Verspreide huizen Hoogersmilde
WK173109  ;Wijk 09 Westerbork
BU17310900;Westerbork
BU17310901;Eursinge
BU17310909;Verspreide huizen Westerbork
WK173110  ;Wijk 10 Elp
BU17311000;Elp
BU17311001;Zuidveld
BU17311009;Verspreide huizen Elp
WK173111  ;Wijk 11 Witteveen
BU17311100;Witteveen
BU17311109;Verspreide huizen Witteveen
WK173112  ;Wijk 12 Nieuw-Balinge
BU17311200;Nieuw-Balinge
BU17311209;Verspreide huizen Nieuw-Balinge
WK173113  ;Wijk 13 Nieuweroord
BU17311309;Verspreide huizen Nieuweroord
WK173114  ;Wijk 14 Zwiggelte
BU17311400;Zwiggelte
BU17311409;Verspreide huizen Zwiggelte
WK173115  ;Wijk 15 Orvelte
BU17311500;Orvelte
BU17311509;Verspreide huizen Orvelte
WK173116  ;Wijk 16 De Broekstreek
BU17311600;Garminge
BU17311601;Balinge
BU17311602;Mantinge
BU17311609;Verspreide huizen de Broekstreek
GM1952    ;Midden-Groningen
WK195201  ;Foxham en Hoogezand-Noord
BU19520101;Noorderpark
BU19520102;Westerpark
BU19520103;Beukemabuurt
BU19520104;Oosterpark
BU19520105;Martenshoek en Industriegeb. Martenshoek
BU19520106;Stadshart-Noord
BU19520107;Industriegebied Martenshoek
WK195202  ;Hoogezand-Zuid
BU19520201;Spoorstraat en Kieldiep
BU19520202;Burgemeester van Royenstraat en omgeving
BU19520203;Gorecht-Noord
BU19520204;Gorechtpark-Oost
BU19520205;Gorecht-West
BU19520206;Woldwijck-West
BU19520207;Woldwijck-Midden
BU19520208;Woldwijck-Oost
BU19520209;Kropswolderpolder
BU19520210;Gorechtpark
WK195203  ;Kalkwijk
BU19520301;Stadshart-Zuid
BU19520302;Zuiderpark
BU19520303;De Dreven
BU19520304;De Vosholen-West
BU19520305;Kalkwijk-Noord
BU19520306;Kalkwijk-Zuid
WK195204  ;Sappemeer
BU19520401;Magrietpark
BU19520402;Sappemeer-Oost
BU19520403;Boswijck-West
BU19520404;Boswijck-Oost
BU19520405;Compagniesterpark
BU19520406;De Vosholen-Oost
BU19520407;Nieuw Woelwijck
BU19520408;Polder De Nijverheid
BU19520409;Sappemeer-Noord
WK195205  ;Kiel-Windeweer
BU19520501;Kiel-Windeweer
BU19520502;Kiel-Windeweer Buitengebied
WK195206  ;Kropswolde
BU19520601;Kropswolde
BU19520602;Meerwijck
BU19520603;Kropswolde Recreatiegebied
BU19520604;Kropswolde Buitengebied
WK195207  ;Foxhol
BU19520701;Foxhol
BU19520702;Foxhol Industriegebied
WK195208  ;Westerbroek en Waterhuizen
BU19520801;Waterhuizen
BU19520802;Westerbroek
BU19520803;Westerbroek Buitengebied
BU19520804;Westerbroek Industriegebied
BU19520805;Westerbroek Recreatiegebied
WK195209  ;Harkstede, Scharmer en Woudbloem
BU19520901;Harkstede
BU19520902;Harkstede Buitengebied
BU19520903;Harkstede Recreatiegebied
BU19520904;Scharmer
BU19520905;Scharmer Buitengebied
BU19520906;Natuurgebied Scharmer
BU19520907;Woudbloem
WK195210  ;Kolham
BU19521001;Kolham
BU19521002;Kolham Bedrijventerrein
BU19521003;Kolham Buitengebied
BU19521004;Kolham Natuurgebied
WK195211  ;Froombosch
BU19521101;Froombosch
BU19521102;Froombosch Buitengebied
BU19521103;Natuurgebied Froombosch
WK195212  ;Slochteren
BU19521201;Slochteren
BU19521202;Slochteren Natuurgebied
BU19521203;Slochteren Buitengebied
WK195213  ;Schildwolde
BU19521301;Schildwolde
BU19521302;Schildwolde Natuurgebied
BU19521303;Schildwolde Buitengebied
WK195214  ;Hellum
BU19521401;Hellum
BU19521402;Hellum Natuurgebied
WK195215  ;Siddeburen
BU19521501;Siddeburen
BU19521502;Siddeburen Buitengebied
BU19521503;Siddeburen Bedrijventerrein
WK195216  ;Eemskanaal-Zuid
BU19521601;Overschild
BU19521602;Overschild Buitengebied
BU19521603;Luddeweer
BU19521604;Lageland
WK195217  ;Tjuchem en Steendam
BU19521701;Tjuchem
BU19521702;Steendam
WK195218  ;Muntendam
BU19521801;Muntendam-west
BU19521802;Muntendam-oost
BU19521803;Muntendam Buitengebied oost
BU19521804;Muntendam Buitengebied west
BU19521805;Tripscompagnie
BU19521806;Borgercompagnie
WK195219  ;Noordbroek
BU19521901;Noordbroek
BU19521902;Noordbroek Buitengebied
WK195220  ;Zuidbroek
BU19522001;Zuidbroek
BU19522002;Bedrijventerrein Gouden Driehoek
BU19522003;Zuidbroek Buitengebied west
BU19522004;Zuidbroek Buitengebied oost
BU19522005;Industrieterrein Zuidbroek
WK195221  ;Meeden
BU19522101;Meeden
BU19522102;Meeden Buitengebied
GM1709    ;Moerdijk
WK170900  ;Wijk 00 Zevenbergen
BU17090000;Centrum
BU17090001;Torenveld
BU17090002;Krooswijk
BU17090003;Bosselaar
BU17090004;Lindonk
BU17090005;Schansdijk en omgeving
BU17090006;Zwanengat en omgeving
BU17090008;Verspr.h. ten westen van Zevenbergen
BU17090009;Verspr.h. ten oosten van Zevenbergen
WK170901  ;Wijk 01 Zevenbergschen Hoek
BU17090100;Zevenbergschen Hoek
BU17090109;Verspreide huizen Zevenbergschen Hoek
WK170902  ;Wijk 02 Langeweg
BU17090200;Langeweg
BU17090209;Verspreide huizen Langeweg
WK170903  ;Wijk 03 Klundert
BU17090300;Klundert
BU17090301;Noordschans
BU17090302;Tonnekreek
BU17090303;Industrieterrein Moerdijk
BU17090309;Verspreide huizen Klundert
WK170904  ;Wijk 04 Moerdijk
BU17090400;Moerdijk
BU17090401;Roodevaart
BU17090409;Verspreide huizen Moerdijk
WK170905  ;Wijk 05 Noordhoek
BU17090500;Noordhoek
BU17090509;Verspreide huizen Noordhoek
WK170906  ;Wijk 06 Standdaarbuiten
BU17090600;Standdaarbuiten
BU17090601;Kreek
BU17090609;Verspreide huizen Standdaarbuiten
WK170907  ;Wijk 07 Fijnaart
BU17090700;Fijnaart
BU17090701;Oudemolen
BU17090702;Nieuwemolen met Driehoek
BU17090703;Zwingelspaan
BU17090709;Verspreide huizen Fijnaart
WK170908  ;Wijk 08 Heijningen
BU17090800;Heijningen
BU17090809;Verspreide huizen Heijningen
WK170909  ;Wijk 09 Willemstad
BU17090900;Willemstad
BU17090901;Noordlangeweg
BU17090902;Kloosterblokje
BU17090909;Verspreide huizen Willemstad
WK170910  ;Wijk 10 Helwijk
BU17091000;Helwijk
BU17091009;Verspreide huizen Helwijk
GM1978    ;Molenlanden
WK197801  ;Wijk01-Arkel
BU19780101;Arkel-Industriegebied-Zuid1
BU19780102;Arkel-Industriegebied-Noord
BU19780103;Arkel-Industriegebied-West
BU19780104;Arkel-Dorp
BU19780105;Arkel-Industriegebied-Zuid2
BU19780106;Lintbebouwing-Noord
BU19780107;Arkel-Buitengebied-Zuid-West
BU19780108;Arkel-Buitengebied-Oost
WK197802  ;Wijk02-Bleskensgraaf ca
BU19780201;Bleskensgraaf-Buitengebied-Noord
BU19780202;Bleskensgraaf-Buitengebied-Zuid
BU19780203;Bleskensgraaf-Dorp
BU19780204;Bleskensgraaf-Melkweg
BU19780205;Bleskensgraaf-West
BU19780206;Bleskensgraaf-Hofwegen
WK197803  ;Wijk03-Brandwijk
BU19780301;Brandwijk-Noord-Oost
BU19780302;Brandwijk-Dorp
BU19780303;Brandwijk-Zuid-West
BU19780304;Brandwijk-Zuid-Oost
BU19780305;Brandwijk-Noord-West
BU19780307;Brandwijk-Buitengebied
BU19780308;Brandwijk-Vuilendam
BU19780309;Brandwijk-Kern-Oud
WK197804  ;Wijk04-Giessenburg
BU19780401;Giessenburg-West
BU19780402;Kern-Dorp
BU19780403;Giessenburg-Zuidwest
BU19780404;Giessen-Oudekerk-Dorp
BU19780405;Giessenburg-Oost
BU19780406;Giessenburg-Buitengebied-Zuid
BU19780407;Giessenburg-Industriegebied
BU19780408;Giessenburg-Buitengebied-Noord
BU19780409;Giessenburg-Recreatie-Zuid
BU19780410;Giessenburg-Recreatie-Noord
WK197805  ;Wijk05-Goudriaan
BU19780501;Goudriaan-Oost
BU19780502;Goudriaan-Dorp
BU19780503;Goudriaan-Buitengebied-Noord
BU19780504;Goudriaan-Buitengebied-Zuid
WK197806  ;Wijk06-Groot-Ammers
BU19780601;Buitengebied-Ammersekade
BU19780602;Groot-Ammers-Gelkenes
BU19780603;Dijkgebied-Groot-Ammers
BU19780604;Groot-Ammers-Dorp
BU19780605;Groot-Ammers-Haven
BU19780607;Groot-Ammers-Graafland
BU19780608;Groot-Ammers-Scheepswerf
BU19780609;Groot-Ammers-Buitengebied-Zuid
BU19780610;Groot-Ammers-Buitengebied-Noord
WK197807  ;Wijk07-Hoogblokland
BU19780701;Hoogblokland-Bazeldijk
BU19780702;Hoogblokland-Dorp
BU19780703;Hoogblokland-Minkeloos
BU19780704;Hoogblokland-Noord
BU19780705;Hoogblokland-Buitengebied-Noord
BU19780706;Hoogblokland-Buitengebied-Zuid
WK197808  ;Wijk08-Hoornaar
BU19780801;Hoornaar-Buitengebied-Noord
BU19780802;Hoornaar-Dorp
BU19780803;Hoornaar-Lage-Giessen
BU19780804;Hoornaar-Buitengebied-Zuid-Oost
WK197809  ;Wijk09-Kinderdijk
BU19780901;Dijkgebied-Kinderdijk
BU19780902;IHC-Kinderdijk
BU19780903;Kinderdijk-Dorp
BU19780904;Kinderdijk-Buitengebied
WK197810  ;Wijk10-Langerak
BU19781001;Langerak-Noord
BU19781002;Dijkgebied-Langerak
BU19781003;Langerak-Dorp
BU19781004;Langerak-Buitengebied
WK197811  ;Wijk11-Molenaarsgraaf
BU19781101;Molenaarsgraaf-Dorp
BU19781102;Molenaarsgraaf-West
BU19781103;Molenaarsgraaf-Vuilendam
BU19781104;Molenaarsgraaf-Polderweg-oost
BU19781105;Molenaarsgraaf-Buitengebied
BU19781106;Molenaarsgraaf-Oost
WK197812  ;Wijk12-Nieuw-Lekkerland
BU19781201;Nieuw-Lekkerland-Dorp
BU19781202;Nieuw-Lekkerland-Middelweg
BU19781203;Industriegebied-Dorp
BU19781204;Nieuw-Lekkerland-Buitengebied
BU19781205;Nieuw-Lekkerland-Noord
BU19781206;Industriegebied-Oost
BU19781207;Dijkgebied-Nieuw-Lekkerland
WK197813  ;Wijk13-Nieuwpoort
BU19781301;Nieuwpoort-Stad
BU19781302;Dijkgebied-Nieuwpoort
WK197814  ;Wijk14-Noordeloos
BU19781401;Noordeloos-Industriegebied
BU19781402;Noordeloos-Buitengebied-Zuid
BU19781403;Noordeloos-Middelweg
BU19781405;Noordeloos-Overslingeland
BU19781406;Noordeloos-Dorp
BU19781407;Noordeloos-Oost
BU19781408;Noordeloos-West
BU19781409;Noordeloos-Buitengebied-Noord
WK197815  ;Wijk15-Ottoland
BU19781501;Ottoland-Buitengebied-Noord
BU19781502;Ottoland-Langezijde
BU19781503;Ottoland-Vuilendam
BU19781504;Ottoland-Kortezijde
BU19781505;Ottoland-West
BU19781506;Ottoland-Oost
BU19781507;Ottoland-Buitengebied-Zuid
BU19781508;Ottoland-Dorp
BU19781509;Buitengebied-Laag-Blokland
BU19781510;Ottoland-Dorp-West
WK197816  ;Wijk16-Oud-Alblas
BU19781601;Oud-Alblas-Oost
BU19781602;Oud-Alblas-West
BU19781603;Oud-Alblas-Dorp
BU19781604;Oud-Alblas-Buitengebied-Zuid
BU19781605;Oud-Alblas-Buitengebied-Noord
WK197817  ;Wijk17-Schelluinen
BU19781701;Schelluinen-Dorp
BU19781702;Schelluinen-Zuid
BU19781703;Schelluinen-Griendweg
BU19781704;Schelluinen-Buitengebied-West
BU19781705;Schelluinen-Buitengebied-Noordoost
WK197818  ;Wijk18-Streefkerk
BU19781801;Dijkgebied-Streefkerk
BU19781802;Streefkerk-Buitengebied
BU19781803;Streefkerk-Dorp
WK197819  ;Wijk19-Waal
BU19781901;Waal-Dorp
WK197820  ;Wijk20-Wijngaarden
BU19782001;Wijngaarden-Buitengebied
BU19782002;Kern-Dorp
BU19782003;Lintbebouwing-Oost
BU19782004;Lintbebouwing-West
GM1955    ;Montferland
WK195500  ;Wijk 00 's-Heerenberg
BU19550000;'s-Heerenberg
BU19550001;'s-Heerenberg, oostelijke uitbreiding
BU19550002;Zeddam
BU19550003;Azewijn
BU19550004;Braamt
BU19550005;Stokkum
BU19550006;Verspreide huizen Zeddam
BU19550007;Verspreide huizen Mengelenberg en Lengel
BU19550008;Verspreide huizen Braamt
BU19550009;Verspreide huizen Azewijn
BU19550010;Verspreide huizen Stokkum
WK195501  ;Wijk 01 Brakel
BU19550100;Beek
BU19550101;Kilder
BU19550102;Loerbeek
BU19550106;Verspreide huizen Loerbeek
BU19550107;Verspreide huizen Kilder
BU19550108;Verspreide huizen Beek
BU19550109;Verspreide huizen Montferland
WK195502  ;Wijk 02 Didam
BU19550200;Didam-Zuid
BU19550201;Didam-Noord
BU19550202;Loil
BU19550203;Nieuw-Dijk
BU19550205;Verspreide huizen De Heegh
BU19550206;Verspreide huizen Greffelkamp
BU19550207;Verspr.h. De Hogenend en Oud-Dijk
BU19550208;Verspreide huizen Nieuw-Dijk
BU19550209;Verspreide huizen Loil
GM0335    ;Montfoort
WK033500  ;Wijk 00
BU03350000;Montfoort
BU03350001;Tabakshof en Heeswijk (gedeeltelijk)
WK033501  ;Wijk 01 Linschoten
BU03350100;Linschoten
BU03350101;Polanen
BU03350102;Cattenbroek
BU03350103;Heeswijk
BU03350108;Verspreide huizen Linschoten
BU03350109;Verspreide huizen Mastwijk
WK033502  ;Wijk 02 Willeskop
BU03350200;Willeskop
BU03350201;Blokland
BU03350202;Beneden Kerkweg
BU03350209;Verspreide huizen
GM0944    ;Mook en Middelaar
WK094400  ;Wijk 00 Mook
BU09440000;Molenhoek
BU09440001;Mook
BU09440009;Verspreide huizen Bisselt
WK094401  ;Wijk 01 Middelaar
BU09440100;Riethorst-Plasmolen
BU09440101;Middelaar Katerbosch en Heikant
GM1740    ;Neder-Betuwe
WK174000  ;Wijk 00 Kesteren
BU17400000;Kesteren
BU17400001;Opheusden
BU17400006;Verspreide huizen Lede en Oudewaard
BU17400007;Verspreide huizen Kesteren
BU17400008;Verspreide huizen Opheusden
BU17400009;Verspreide huizen poldergebied
WK174001  ;Wijk 01 Echteld
BU17400100;Ochten
BU17400101;Echteld
BU17400102;IJzendoorn
BU17400103;Pottemsestraat en Groenestraat e.o.
BU17400106;Verspreide huizen Echteld-Waalbandijk
BU17400107;Verspreide huizen Echteld
BU17400108;Verspreide huizen IJzendoorn
BU17400109;Verspreide huizen Ochten
WK174002  ;Wijk 02 Dodewaard
BU17400200;Kom Dodewaard met Hien
BU17400201;Kom Wely
BU17400208;Verspreide huizen Dodewaard-Oost en Wely
BU17400209;Verspreide huizen Dodewaard-West
GM0946    ;Nederweert
WK094601  ;Wijk 01 Nederweert
BU09460101;Nederweert
BU09460102;Boeket-Hoogbosweg
BU09460103;Bosserstraat-Lage Kuilen
BU09460104;Schoor-Mildert
WK094602  ;Wijk 02 Budschop
BU09460201;Budschop
BU09460202;Winnerstraat-Eindhovensebaan
WK094603  ;Wijk 03 Ospel
BU09460301;Ospel
BU09460302;Ospeldijk
BU09460303;Nieuwstraat-Horick-Kampersweg
BU09460304;Waatskamp-Bientjesweg
BU09460305;Moostdijk-Kruisvennendijk
WK094604  ;Wijk 04 Nederweert-Eind
BU09460401;Nederweert-Eind
BU09460402;Wellenstein-Aan 't Kruis
WK094605  ;Wijk 05 Leveroy
BU09460501;Leveroy
BU09460502;Deckerstraat-Bergdijk
GM0356    ;Nieuwegein
WK035601  ;Jutphaas Wijkersloot
BU03560101;Jutphaas
BU03560102;Wijkersloot-Oost
BU03560103;Wijkersloot-West
WK035602  ;Zuilenstein
BU03560201;Zuilenstein-Zuid
BU03560202;Zuilenstein-Noord
WK035603  ;Batau Zuid
BU03560301;Driften-Zuid
BU03560302;Driften-Noord
BU03560303;Gaarden
WK035604  ;Batau Noord
BU03560401;Burgen
BU03560402;Binnenweides
BU03560403;Buitenweides
WK035605  ;Doorslag
BU03560501;Doorslag-Noord
BU03560502;Doorslag-Oost
BU03560503;Doorslag-Zuidwest
WK035606  ;Huis de Geer
BU03560600;Huis de Geer
WK035607  ;Blokhoeve
BU03560700;Blokhoeve
WK035608  ;Galecop
BU03560801;Hagen
BU03560802;Hoven-Oost
BU03560803;Hoven-West
BU03560804;Galecopperzoom
WK035610  ;Fokkesteeg
BU03561001;Vesten
BU03561002;Schansen
BU03561003;Graven en Gravinnen
WK035611  ;Hoogzandveld
BU03561101;Hoogzandveld-Oost
BU03561102;Hoogzandveld-West
WK035612  ;Lekboulevard
BU03561200;Lekboulevard
WK035613  ;Vreeswijk
BU03561301;Vreeswijk
BU03561302;Nieuw Vreeswijk
WK035614  ;Merwestein
BU03561400;Merwestein
WK035615  ;Park Oudegein
BU03561500;Park Oudegein
WK035616  ;Zandveld
BU03561600;Zandveld
WK035618  ;Het Klooster
BU03561800;Het Klooster
WK035620  ;Laagraven
BU03562001;De Liesbosch
BU03562002;Buitengebied Laagraven
WK035621  ;Plettenburg
BU03562100;Plettenburg
WK035622  ;De Wiers
BU03562200;De Wiers
WK035623  ;Hoge Landen
BU03562300;Hoge Landen
WK035624  ;Stadscentrum
BU03562400;Stadscentrum
WK035625  ;Rijnhuizen
BU03562500;Rijnhuizen
GM0569    ;Nieuwkoop
WK056900  ;Wijk 00
BU05690000;Nieuwkoop
BU05690001;Noorden (gedeeltelijk)
BU05690002;Nieuwveenseweg
BU05690003;Uitbreiding dorpskern Nieuwkoop
BU05690004;Achttienhoven
BU05690005;Uitbreiding dorpskern Noorden
BU05690006;Woerdense Verlaat
BU05690008;Verspreide huizen in het Noorden
BU05690009;Verspr.h. en Nieuwkoop Plassengebied
WK056901  ;Wijk 01 Nieuwveen
BU05690100;Nieuwveen
BU05690101;Schoterveld
BU05690104;Vrouwenakker
BU05690108;Verspr.h. in het Oosten en Zuiden
BU05690109;Verspreide huizen in het Noorden
WK056902  ;Wijk 02 Zevenhoven
BU05690200;Zevenhoven
BU05690201;Noordse Dorp
BU05690202;Recreatiegebied
BU05690203;Noordse Buurt
BU05690208;Verspreide huizen in het Westen
BU05690209;Verspreide huizen in het Oosten
WK056903  ;Wijk 03 Ter Aar
BU05690300;Ter Aar (buitengebied)
BU05690301;Langeraar
BU05690302;Papenveer
BU05690303;Korteraar
BU05690305;Ter Aar-Centrum (voorheen Aardam)
BU05690306;Langeraar-Nieuwbouw
BU05690309;Verspreide huizen Ter Aar
GM0267    ;Nijkerk
WK026701  ;Nijkerk-stad
BU02670101;Industriegebied
BU02670102;Groot Corlaer
BU02670103;Corlaer
BU02670104;Nautena-zuid/Schulpkamp
BU02670105;Nautena-noord/Havenstraat
BU02670106;Centrum
BU02670107;Bruins Slotlaan/Campenbuurt
BU02670108;Zilverschoon/Oranjebuurt
BU02670109;Coltoflaan/van Oldenbarneveldstraat
BU02670110;Luxool
BU02670111;Paasbos-west
BU02670112;Paasbos-oost
BU02670113;Strijland-west
BU02670114;Strijland-oost
BU02670115;Spoorkamp/De Terrassen
BU02670116;De Flier/Arkerpoort
BU02670117;De Bogen
BU02670118;Doornsteeg
WK026702  ;Appel, Driedorp, Kruishaar, Prinsenkamp 
BU02670201;Kruishaar
BU02670202;Slichtenhorst
BU02670203;Appel/'t Woud
BU02670204;Prinsenkamp
WK026703  ;Nijkerkerveen en Holkerveen
BU02670300;Nijkerkerveen-Noord
BU02670301;Nijkerkerveen-Zuid
BU02670302;Holkerveen
WK026704  ;Arkemheen, Achterhoek, De Veenhuis
BU02670401;Arkemheen
BU02670402;De Veenhuis/Achterhoek
WK026705  ;Hoevelaken
BU02670500;Hoevelaken-Stoutenburgerlaan-Oost
BU02670501;Hoevelaken-Oranjebuurt-Horstbeek
BU02670502;Hoevelaken-Overhorst
BU02670503;Hoevelaken-Kleinhoven
BU02670504;Hoevelaken-Hogenbrink
BU02670505;Hoevelaken-Middelaar
GM0268    ;Nijmegen
WK026801  ;Nijmegen-Centrum
BU02680100;Benedenstad
BU02680101;Stadscentrum
WK026802  ;Nijmegen-Oost
BU02680202;Bottendaal
BU02680203;Galgenveld
BU02680204;Altrade
BU02680205;Hunnerberg
BU02680206;Hengstdal
BU02680207;Kwakkenberg
BU02680208;Groenewoud
BU02680209;Ooyse Schependom
WK026803  ;Nijmegen-Oud-West
BU02680320;Biezen
BU02680321;Wolfskuil
WK026804  ;Nijmegen-Nieuw-West
BU02680422;Hees
BU02680423;Heseveld
BU02680424;Neerbosch-Oost
BU02680425;Haven- en industrieterrein
WK026805  ;Nijmegen-Midden
BU02680510;Nije Veld
BU02680511;Hazenkamp
BU02680512;Goffert
BU02680513;St. Anna
BU02680517;Heijendaal
WK026806  ;Nijmegen-Zuid
BU02680614;Hatertse Hei
BU02680615;Grootstal
BU02680616;Hatert
BU02680618;Brakkenstein
WK026807  ;Dukenburg
BU02680731;Tolhuis
BU02680732;Zwanenveld
BU02680733;Meijhorst
BU02680734;Lankforst
BU02680735;Aldenhof
BU02680736;Malvert
BU02680737;Weezenhof
BU02680738;Vogelzang
BU02680739;Staddijk
WK026808  ;Lindenholt
BU02680840;t Acker
BU02680841;De Kamp
BU02680842;t Broek
BU02680843;Kerkenbos
BU02680847;Westkanaaldijk
BU02680848;Neerbosch-West
BU02680849;Bijsterhuizen
WK026809  ;Nijmegen-Noord
BU02680950;Oosterhout
BU02680960;Ressen
BU02680970;Lent
GM1930    ;Nissewaard
WK193001  ;Centrum
BU19300101;Kern
BU19300102;Molenwei
BU19300103;Oranjebuurt
BU19300104;Vogelbuurt
BU19300105;Centrum-Oost
BU19300106;Centrum-Zuid
WK193002  ;Schiekamp
BU19300201;Schiekamp-Noord
BU19300202;Schiekamp-Zuid
WK193003  ;Hoogwerf
BU19300301;Hoogwerf-Noord
BU19300302;Hoogwerf-Zuid
WK193004  ;Vierambachten
BU19300401;Vierambachten
WK193005  ;De Hoek
BU19300501;De Hoek-1
BU19300502;De Hoek-2
BU19300503;De Hoek-3
BU19300504;De Hoek-4
WK193006  ;Gildenwijk
BU19300601;Gildenwijk-Oost
BU19300602;Gildenwijk-West
BU19300603;Ziekenhuis
WK193007  ;Groenewoud
BU19300701;Groenewoud-Hoog
BU19300702;Groenewoud-Huur
BU19300703;Groenewoud-Koop
WK193008  ;Sterrenkwartier
BU19300801;Sterrenkwartier-Hoog
BU19300802;Sterrenkwartier-Midden
BU19300803;Sterrenkwartier-Oost
BU19300804;Sterrenkwartier-Zuid
BU19300805;Sterrenkwartier-West
WK193009  ;Schenkel
BU19300901;Schenkel-Noordwest
BU19300902;Schenkel-Industrieterrein
BU19300903;Schenkel-Zuidwest
BU19300904;Schenkel-Zuidoost
BU19300905;Schenkel-Noordoost
WK193010  ;De Elementen
BU19301001;De Dijk
BU19301002;Bedrijventerrein Haven-Noord
BU19301003;De Haven
BU19301004;Het Land
WK193011  ;Vogelenzang
BU19301101;Vogelenzang-Zuid
BU19301102;Vogelenzang-Noord
WK193012  ;De Akkers
BU19301201;Gaarden
BU19301202;Dreven
BU19301203;Voorden
BU19301204;Akkers-Centrum
BU19301205;Donken
BU19301206;Kreken
WK193013  ;Vriesland
BU19301301;Vriesland
WK193014  ;Waterland
BU19301401;Ottersveen
BU19301402;Kikkerveen
BU19301403;Beverveen
